18.8863,29.3039,-8.7764,-4.6786,-55.8711,66.0509,8.2210,-5.6669,54.7209,6.8413,-9.6189,2.7952,17.9825,55.8461,-4.9168,-8.7663,30.9653,-4.9115,-7.4489,6.6469
16.2877,27.9287,-8.6367,-4.7241,-53.4397,64.2703,8.0574,-5.8216,51.7562,7.6784,-9.7040,2.5431,16.4892,53.1726,-5.0782,-8.7231,28.6837,-2.9835,-7.6424,6.4100
13.7326,26.5928,-8.4880,-4.6891,-51.0623,62.4426,7.8890,-5.9505,48.7743,8.4260,-9.7778,2.2798,14.9569,50.5200,-5.2272,-8.6727,26.3444,-1.1260,-7.8614,6.1316
11.2205,25.3079,-8.3191,-4.5921,-48.7376,60.5743,7.7130,-6.0623,45.7709,9.0984,-9.8424,2.0113,13.3857,47.8923,-5.3671,-8.6123,23.9430,0.6691,-8.0561,5.8330
8.7679,24.0829,-8.1205,-4.4350,-46.4632,58.6629,7.5372,-6.1714,42.7409,9.6946,-9.8976,1.7432,11.7821,45.2928,-5.4872,-8.5490,21.4954,2.3862,-8.2141,5.5543
6.3887,22.9243,-7.8709,-4.2182,-44.2409,56.7168,7.3682,-6.2863,39.6978,10.2021,-9.9181,1.4894,10.1480,42.7206,-5.5950,-8.4870,19.0349,4.0301,-8.3491,5.3180
4.1006,21.8456,-7.5484,-3.9171,-42.0709,54.7396,7.2105,-6.4210,36.6565,10.6370,-9.9030,1.2806,8.4883,40.1725,-5.7013,-8.4353,16.5633,5.6183,-8.4349,5.1357
1.9283,20.8646,-7.1681,-3.5505,-39.9498,52.7284,7.0694,-6.5659,33.6249,11.0086,-9.8686,1.1363,6.8032,37.6400,-5.8051,-8.4044,14.0911,7.1728,-8.4346,5.0081
-0.1295,19.9987,-6.7439,-3.1246,-37.8657,50.6668,6.9474,-6.6972,30.6041,11.3447,-9.8179,1.0562,5.0878,35.1183,-5.9018,-8.3926,11.6699,8.7105,-8.3285,4.9668
-2.0341,19.2732,-6.2565,-2.6573,-35.8073,48.5562,6.8557,-6.7985,27.5969,11.6711,-9.7588,1.0373,3.3469,32.6076,-5.9971,-8.3881,9.3367,10.2353,-8.0454,5.0408
-3.7565,18.6612,-5.6744,-2.2538,-33.7657,46.4070,6.8008,-6.8703,24.6040,12.0108,-9.7169,1.0479,1.5932,30.1053,-6.0513,-8.3485,7.1675,11.7353,-7.5225,5.1632
-5.3209,18.1296,-5.1071,-1.9831,-31.7313,44.2362,6.7744,-6.9273,21.6211,12.3677,-9.6930,1.0712,-0.1730,27.6271,-6.0687,-8.2526,5.1875,13.1895,-6.8935,5.0006
