17.6171,29.6322,-8.8727,-4.5003,-56.2003,65.4989,8.0276,-5.9256,54.1042,6.3716,-9.6605,2.5535,-9.9734,53.2142,0.6483,-9.9468,30.2016,-5.7766,-7.8080,6.1785
14.9745,28.2671,-8.7076,-4.6545,-53.8372,63.6654,7.8929,-6.0450,51.1379,7.1137,-9.7107,2.3453,-9.7830,50.1953,0.5363,-9.9143,27.8281,-3.9872,-7.9317,5.9664
12.3728,26.9006,-8.5513,-4.7372,-51.5185,61.7969,7.7648,-6.1323,48.1658,7.7883,-9.7464,2.1363,-9.6386,47.1829,0.4044,-9.8758,25.4174,-2.2547,-8.0584,5.7499
9.8113,25.5557,-8.3830,-4.7489,-49.2414,59.8969,7.6372,-6.2031,45.1841,8.4044,-9.7763,1.9256,-9.5539,44.1763,0.2433,-9.8320,22.9755,-0.5592,-8.1637,5.5438
7.3182,24.2444,-8.1879,-4.6888,-47.0019,57.9672,7.5117,-6.2719,42.1861,8.9634,-9.8005,1.7140,-9.5370,41.1820,0.0557,-9.7614,20.5228,1.0958,-8.2440,5.3692
4.8975,22.9772,-7.9455,-4.5403,-44.8018,56.0101,7.3888,-6.3488,39.1789,9.4625,-9.7967,1.5089,-9.5862,38.2081,-0.1230,-9.6576,18.0814,2.7264,-8.3242,5.2629
2.5594,21.7788,-7.6546,-4.2998,-42.6428,54.0314,7.2744,-6.4358,36.1778,9.9109,-9.7700,1.3491,-9.7058,35.2572,-0.2967,-9.5240,15.6373,4.3583,-8.3767,5.2228
0.3207,20.6581,-7.3375,-3.9848,-40.5181,52.0198,7.1752,-6.5268,33.1894,10.3204,-9.7285,1.2469,-9.8991,32.3438,-0.4638,-9.3703,13.1909,6.0053,-8.3525,5.2354
-1.8108,19.6406,-6.9754,-3.5758,-38.4203,49.9641,7.0943,-6.6042,30.2118,10.7052,-9.6717,1.2081,-10.1663,29.4717,-0.6270,-9.2112,10.7911,7.6876,-8.2152,5.3189
-3.7788,18.7568,-6.4850,-3.1481,-36.3454,47.8669,7.0313,-6.6696,27.2486,11.0915,-9.6161,1.2204,-10.5095,26.6504,-0.8049,-9.0339,8.4959,9.3999,-7.8460,5.5341
-5.5489,17.9689,-5.8507,-2.8375,-34.2763,45.7451,7.0003,-6.7189,24.2932,11.4891,-9.5754,1.2528,-10.9308,23.8987,-1.0117,-8.8040,6.4208,11.1405,-7.1440,5.8208
-7.1301,17.2764,-5.1881,-2.5717,-32.2081,43.6070,6.9956,-6.7518,21.3432,11.9083,-9.5514,1.2973,-11.4349,21.2302,-1.2609,-8.5197,4.5390,12.7867,-6.4507,5.4456
-8.5644,16.6582,-4.6028,-2.3471,-30.1379,41.4612,7.0167,-6.7705,18.3984,12.3381,-9.5637,1.3422,-12.0402,18.6479,-1.5464,-8.2053,2.8373,14.2052,-5.8369,4.6840
-9.6717,15.8134,-3.6685,-2.9545,-28.0615,39.3230,7.0533,-6.7774,15.4563,12.7836,-9.5867,1.3983,-12.7202,16.1863,-1.7785,-7.8270,1.2640,15.3403,-5.3595,3.6887
-10.5789,14.7951,-2.9894,-3.3903,-25.9753,37.1997,7.0937,-6.7746,12.5271,13.2522,-9.5897,1.4894,-13.4026,13.8572,-1.8136,-7.4236,-0.3904,15.9105,-5.5849,1.6792
-11.3542,13.6560,-2.5164,-3.7369,-23.8794,35.0926,7.1275,-6.7627,9.6144,13.7262,-9.5656,1.6163,-14.0465,11.6310,-1.7169,-7.0626,-1.9946,16.2930,-5.4668,1.0809
-12.0256,12.3948,-2.0613,-4.1389,-21.7714,32.9851,7.1670,-6.7319,6.7718,14.2707,-9.4380,1.9439,-14.6420,9.5675,-1.5687,-6.6613,-3.6312,16.1247,-5.5585,-0.5754
-12.6011,11.0066,-1.6615,-4.5413,-19.6597,30.8833,7.1985,-6.6807,4.0565,14.9618,-9.0456,2.4956,-15.0821,7.6331,-0.9544,-6.3553,-5.2809,15.9094,-5.6697,-0.6402
-13.0377,9.5179,-1.2322,-4.8559,-17.5463,28.7842,7.2336,-6.5958,1.4827,15.6756,-8.4878,2.6672,-15.3604,5.8159,-0.3170,-5.9707,-6.8391,15.2522,-5.4557,-2.2315
-13.3417,7.9668,-0.8272,-5.0715,-15.4176,26.7028,7.2739,-6.4893,-0.9257,16.2441,-7.9059,2.3346,-15.4850,4.1253,0.1808,-5.5453,-8.2537,14.2014,-5.1588,-3.6471
-13.5329,6.3801,-0.4511,-5.1842,-13.2706,24.6447,7.3277,-6.3581,-3.1571,16.5607,-7.3179,1.3072,-15.4591,2.5845,0.6083,-5.0943,-9.5322,12.8175,-4.7540,-4.7768
-13.6232,4.7860,-0.1168,-5.1685,-11.1036,22.6406,7.3698,-6.0964,-5.2589,16.1679,-6.8887,-1.1274,-15.3184,1.1811,0.9829,-4.6435,-10.6196,11.1634,-4.1070,-5.6194
-13.6161,3.2315,0.2002,-5.0519,-8.9606,20.7610,7.3058,-5.6189,-7.1977,15.3386,-6.3245,-2.7407,-15.0945,-0.0996,1.3003,-4.2201,-11.5475,9.3573,-3.4195,-6.1852
-13.5150,1.7467,0.4896,-4.8556,-6.8674,19.1256,7.1768,-4.8708,-8.8922,14.0047,-5.6277,-4.4935,-14.7896,-1.2774,1.5475,-3.8403,-12.2974,7.4514,-2.7575,-6.5180
-13.3317,0.3324,0.7301,-4.6448,-4.8392,17.8445,6.9483,-3.7794,-10.2613,12.2583,-4.7661,-5.9157,-14.4319,-2.3774,1.6908,-3.5590,-12.8502,5.5199,-2.1055,-6.6375
-13.1036,-1.0071,0.8861,-4.4090,-3.0723,16.8087,6.0530,-2.9094,-11.4180,10.2038,-3.9136,-6.8533,-14.0466,-3.4103,1.7499,-3.3612,-13.2181,3.5979,-1.4664,-6.5985
-12.8484,-2.2573,0.9819,-4.1461,-1.6453,15.8976,4.8770,-2.4801,-12.3901,7.9557,-3.0501,-7.4122,-13.6564,-4.3821,1.7883,-3.2194,-13.4275,1.7252,-0.9243,-6.4081
-12.5867,-3.4162,1.0066,-3.8858,-0.5421,15.0919,3.8351,-2.2346,-13.1150,5.6385,-2.1987,-7.6719,-13.2698,-5.3034,1.7796,-3.0990,-13.4994,-0.0633,-0.4665,-6.1083
-12.3257,-4.4798,1.0077,-3.6342,0.2837,14.2686,2.9291,-2.2484,-13.6045,3.3317,-1.3648,-7.6699,-12.8893,-6.1824,1.7620,-3.0085,-13.4525,-1.7458,-0.0759,-5.7453
-12.0655,-5.4556,0.9936,-3.4006,1.0153,13.3338,2.4885,-2.4718,-13.8864,1.0732,-0.6674,-7.4756,-12.5111,-7.0271,1.7341,-2.9367,-13.3130,-3.2826,0.2161,-5.3412
-11.8076,-6.3486,0.9738,-3.1718,1.7016,12.1787,2.2147,-3.0913,-13.9851,-1.0960,-0.0552,-7.1108,-12.1183,-7.8423,1.7283,-2.8797,-13.1090,-4.6683,0.4381,-4.8898
-11.5409,-7.1652,0.9736,-2.9531,2.2907,10.7613,1.8451,-3.9313,-13.9293,-3.0983,0.4761,-6.5986,-11.7120,-8.6245,1.7528,-2.8162,-12.8665,-5.8966,0.5887,-4.4398
-11.2628,-7.9112,0.9982,-2.7529,2.7788,9.0821,1.5402,-4.7902,-13.7328,-4.8874,0.8688,-5.9766,-11.2915,-9.3793,1.7928,-2.7345,-12.6038,-6.9711,0.6769,-3.9961
-10.9702,-8.6028,1.0379,-2.5722,2.9468,7.1190,0.5339,-5.8177,-13.4579,-6.4604,1.1159,-5.2870,-10.8647,-10.1094,1.8306,-2.6416,-12.3312,-7.9105,0.7176,-3.5774
-10.6735,-9.2497,1.0725,-2.4188,2.5744,4.9505,-1.3027,-6.6677,-13.1694,-7.7948,1.1897,-4.5525,-10.4385,-10.8235,1.8419,-2.5646,-12.0496,-8.7304,0.7493,-3.2285
-10.3795,-9.8659,1.0854,-2.2988,1.8129,2.6094,-2.6177,-7.1638,-12.9000,-8.9008,1.1508,-3.8560,-10.0267,-11.5258,1.7994,-2.5002,-11.7550,-9.4599,0.7749,-2.9600
-10.0837,-10.4625,1.0817,-2.2128,0.7345,0.2645,-3.5671,-7.3097,-12.6707,-9.8203,1.0743,-3.2580,-9.6392,-12.2142,1.7204,-2.4452,-11.4622,-10.1298,0.7916,-2.7434
-9.7962,-11.0452,1.0437,-2.1555,-0.5658,-2.0726,-4.2016,-7.1572,-12.4729,-10.6014,0.9890,-2.7760,-9.2882,-12.8830,1.5932,-2.3832,-11.1761,-10.7516,0.7810,-2.5622
-9.5375,-11.6124,0.9523,-2.1059,-1.9871,-4.3631,-4.5896,-6.8833,-12.3015,-11.2709,0.8786,-2.3949,-8.9882,-13.5253,1.4134,-2.2989,-10.9052,-11.3333,0.7307,-2.4022
-9.3254,-12.1610,0.8094,-2.0430,-3.4470,-6.5393,-4.7594,-6.5287,-12.1670,-11.8521,0.7351,-2.0709,-8.7586,-14.1347,1.1870,-2.1787,-10.6578,-11.8784,0.6426,-2.2610
-9.1832,-12.6831,0.6054,-1.9488,-4.8820,-8.5176,-4.7519,-5.9950,-12.0706,-12.3585,0.5831,-1.7885,-8.6166,-14.6944,0.9176,-2.0062,-10.4475,-12.3878,0.5168,-2.1314
-9.1195,-13.1725,0.3617,-1.8230,-6.2579,-10.2663,-4.5606,-5.2949,-12.0100,-12.7934,0.4321,-1.5225,-8.5589,-15.1998,0.6364,-1.8096,-10.2919,-12.8605,0.3416,-1.9993
-9.1227,-13.6258,0.1278,-1.6806,-7.5179,-11.7663,-4.1659,-4.4516,-11.9901,-13.1629,0.2730,-1.2645,-8.5716,-15.6487,0.3946,-1.6089,-10.2061,-13.2973,0.1103,-1.8605
-9.1757,-14.0303,-0.0514,-1.5076,-8.6174,-13.0019,-3.6034,-3.5296,-12.0145,-13.4689,0.0934,-1.0146,-8.6333,-16.0336,0.2235,-1.3742,-10.1945,-13.6956,-0.1491,-1.7099
-9.2661,-14.3645,-0.1743,-1.2832,-9.5353,-13.9388,-2.9440,-2.5488,-12.0939,-13.7071,-0.0992,-0.7807,-8.7311,-16.3382,0.0971,-1.1225,-10.2458,-14.0437,-0.3865,-1.5063
-9.3952,-14.6141,-0.2930,-1.0236,-10.2759,-14.5959,-2.2593,-1.5940,-12.2333,-13.8854,-0.2829,-0.5633,-8.8704,-16.5645,-0.0419,-0.8727,-10.3560,-14.3182,-0.5726,-1.2437
-9.5530,-14.7743,-0.4014,-0.7429,-10.8290,-15.0094,-1.6043,-0.7242,-12.4098,-13.9970,-0.4308,-0.3582,-9.0369,-16.7091,-0.1615,-0.6198,-10.5144,-14.4977,-0.7076,-0.9435
-9.7192,-14.8442,-0.4676,-0.4558,-11.1994,-15.2209,-0.9944,0.0203,-12.6259,-14.0495,-0.5492,-0.1951,-9.2155,-16.7765,-0.2516,-0.3756,-10.6883,-14.5811,-0.7571,-0.6452
-9.9090,-14.8339,-0.5203,-0.2352,-11.4251,-15.2712,-0.5729,0.5696,-12.8680,-14.0623,-0.6409,-0.0644,-9.4301,-16.7761,-0.3271,-0.1848,-10.8733,-14.5755,-0.7847,-0.4022
-10.1300,-14.7819,-0.5691,-0.0786,-11.5819,-15.2119,-0.3355,0.9154,-13.1300,-14.0521,-0.6761,0.0571,-9.6791,-16.7376,-0.3895,-0.0466,-11.0808,-14.5227,-0.8193,-0.2359
