16.9268,30.9782,-9.4474,-3.0984,-56.3564,65.3275,8.0157,-5.8839,54.0918,6.9276,-9.5092,2.7879,-23.1947,54.5599,3.7585,-9.2208,28.4735,-8.0226,-8.4991,5.1039
14.1198,30.1390,-9.3593,-3.0981,-54.0062,63.5491,7.9430,-5.8888,51.1934,7.7219,-9.4320,2.6918,-22.0361,51.7734,3.6650,-9.2060,25.9197,-6.4987,-8.4790,4.9007
11.3221,29.3271,-9.2508,-3.0461,-51.6762,61.7500,7.8727,-5.8964,48.3131,8.4938,-9.3482,2.5940,-20.9058,48.9828,3.5799,-9.1765,23.3656,-5.0330,-8.4515,4.6983
8.5414,28.5695,-9.1268,-2.9019,-49.3617,59.9353,7.8008,-5.9081,45.4466,9.2427,-9.2700,2.4797,-19.8102,46.1937,3.5110,-9.1458,20.8206,-3.6085,-8.4449,4.4994
5.8206,27.8973,-8.9642,-2.6266,-47.0624,58.1064,7.7171,-5.9282,42.5884,9.9576,-9.2078,2.3451,-18.7545,43.3987,3.4449,-9.1269,18.2742,-2.2171,-8.4635,4.3272
3.1740,27.3392,-8.7480,-2.1033,-44.7834,56.2624,7.6145,-5.9561,39.7377,10.6352,-9.1686,2.1965,-17.7369,40.5963,3.3931,-9.1144,15.7106,-0.8602,-8.5069,4.1897
0.6546,26.9706,-8.4196,-1.3733,-42.5287,54.3974,7.5148,-6.0064,36.8923,11.2855,-9.1281,2.0578,-16.7589,37.7858,3.3391,-9.1067,13.1281,0.4459,-8.5657,4.0661
-1.7001,26.6577,-7.8804,-1.0853,-40.2966,52.5044,7.4260,-6.0891,34.0581,11.9156,-9.0747,1.9377,-15.8199,34.9679,3.2597,-9.1038,10.5324,1.7044,-8.6587,3.9552
-3.8924,26.3813,-7.2573,-1.0220,-38.0833,50.5766,7.3567,-6.1976,31.2360,12.5290,-9.0448,1.8393,-14.9261,32.1537,3.1327,-9.0923,7.9172,2.9311,-8.7767,3.8046
-5.8544,25.9131,-6.3775,-1.6740,-35.8814,48.6127,7.3093,-6.3186,28.4263,13.1283,-9.0512,1.7721,-14.1026,29.3504,2.9315,-9.0779,5.3030,4.0888,-8.8363,3.5677
-7.4221,25.0328,-5.3159,-3.0487,-33.6861,46.6274,7.2752,-6.4429,25.6210,13.7071,-9.0822,1.7146,-13.3766,26.5638,2.6318,-9.0420,2.7423,5.1561,-8.7233,3.2143
-8.6542,23.7462,-4.3116,-4.2841,-31.4950,44.6298,7.2541,-6.5553,22.8024,14.2572,-9.1104,1.6845,-12.7801,23.8155,2.2629,-8.9291,0.2885,6.0602,-8.3457,2.6582
-9.6596,22.1766,-3.4613,-5.1200,-29.3108,42.6258,7.2465,-6.6362,19.9708,14.8004,-9.1284,1.6989,-12.3235,21.1064,1.8771,-8.7350,-1.9884,6.7274,-7.7192,1.8879
-10.4679,20.4014,-2.6676,-5.7614,-27.1239,40.6279,7.2492,-6.6628,17.1301,15.3556,-9.1388,1.7581,-11.9724,18.4622,1.5618,-8.4717,-4.0609,7.1304,-6.9358,1.0558
-11.1305,18.5136,-1.9981,-6.1474,-24.9363,38.6450,7.2601,-6.6420,14.2847,15.9387,-9.1544,1.8568,-11.7007,15.9226,1.3118,-8.1063,-5.8786,7.3418,-6.0533,0.2296
-11.6288,16.5748,-1.4232,-6.3710,-22.7487,36.6800,7.2755,-6.5926,11.4362,16.5949,-9.1482,2.0751,-11.4128,13.4789,1.1818,-7.7340,-7.4326,7.3811,-5.2484,-0.4695
-11.9701,14.6108,-0.9327,-6.4734,-20.5572,34.7331,7.3087,-6.5100,8.6457,17.3765,-9.0263,2.4995,-11.1639,11.1552,1.0676,-7.3770,-8.7237,7.2489,-4.4992,-1.0192
-12.1952,12.6516,-0.5669,-6.4551,-18.3438,32.8111,7.3606,-6.3897,6.0225,18.3525,-8.5959,3.2224,-10.9796,8.9674,0.8897,-6.9355,-9.8234,6.9785,-3.8303,-1.3989
-12.3160,10.7310,-0.2925,-6.3390,-16.0967,30.9163,7.4375,-6.2223,3.6826,19.5370,-7.5683,3.9007,-10.8497,6.9151,0.6709,-6.3922,-10.7402,6.6039,-3.1517,-1.7157
-12.3789,8.8807,-0.1028,-6.1199,-13.7738,29.0668,7.5921,-5.9944,1.6990,20.5227,-6.3331,3.5026,-10.7818,5.0366,0.4561,-5.7793,-11.4552,6.1341,-2.4439,-2.0317
-12.3970,7.1218,0.0489,-5.8239,-11.4135,27.2850,7.7691,-5.6534,0.0760,21.3259,-5.1608,2.8763,-10.7510,3.3594,0.3268,-5.1627,-11.9522,5.5753,-1.7216,-2.3218
-12.3636,5.4622,0.2168,-5.5020,-9.0623,25.7166,7.8556,-4.9167,-1.2264,21.9260,-4.1196,2.0797,-10.7360,1.8759,0.2849,-4.5746,-12.2289,4.9427,-0.9953,-2.6430
-12.2782,3.9105,0.3953,-5.1779,-6.7160,24.5776,7.8012,-3.5264,-2.3106,22.1624,-3.3847,0.8758,-10.7252,0.5786,0.2985,-3.9856,-12.3183,4.2548,-0.3432,-2.9376
-12.1496,2.4829,0.5628,-4.8383,-4.5789,23.7869,7.0753,-2.3738,-3.3138,22.0933,-3.0996,-0.2252,-10.7026,-0.5322,0.3436,-3.3814,-12.2524,3.4844,0.1762,-3.1813
