0.750000,0.000000,0.000000,0.000000,0.713292,0.231763,0.000000,0.000000,0.606763,0.440839,0.000000,0.000000,0.440839,0.606763,0.000000,0.000000,0.231763,0.713292,0.000000,0.000000,0.000000,0.750000,0.000000,0.000000,-0.231763,0.713292,0.000000,0.000000,-0.440839,0.606763,0.000000,0.000000,-0.606763,0.440839,0.000000,0.000000,-0.713292,0.231763,0.000000,0.000000,-0.750000,0.000000,0.000000,0.000000,-0.713292,-0.231763,0.000000,0.000000,-0.606763,-0.440839,0.000000,0.000000,-0.440839,-0.606763,0.000000,0.000000,-0.231763,-0.713292,0.000000,0.000000,-0.000000,-0.750000,0.000000,0.000000,0.231763,-0.713292,0.000000,0.000000,0.440839,-0.606763,0.000000,0.000000,0.606763,-0.440839,0.000000,0.000000,0.713292,-0.231763,0.000000,0.000000
0.746696,-0.020859,-0.011012,-0.069529,0.716299,0.209027,0.010021,-0.075786,0.616621,0.419976,0.032861,-0.069544,0.456659,0.589952,0.052735,-0.056036,0.252003,0.702192,0.067469,-0.037002,0.022680,0.745697,0.075601,-0.014342,-0.208863,0.716209,0.076333,0.009721,-0.419961,0.616613,0.069593,0.032834,-0.589951,0.456659,0.056040,0.052732,-0.702192,0.252003,0.037003,0.067469,-0.745697,0.022680,0.014343,0.075601,-0.716209,-0.208863,-0.009721,0.076333,-0.616613,-0.419961,-0.032834,0.069593,-0.456659,-0.589951,-0.052732,0.056040,-0.252003,-0.702192,-0.067469,0.037003,-0.022680,-0.745697,-0.075601,0.014343,0.208863,-0.716209,-0.076333,-0.009721,0.419961,-0.616613,-0.069593,-0.032834,0.589951,-0.456659,-0.056040,-0.052732,0.702192,-0.252003,-0.037003,-0.067469
0.739387,-0.062520,-0.024364,-0.138872,0.721383,0.161852,0.016948,-0.157251,0.635908,0.375882,0.064289,-0.146981,0.488612,0.553875,0.106509,-0.120257,0.293539,0.677743,0.138452,-0.081497,0.069738,0.735279,0.156859,-0.034729,-0.160889,0.720842,0.159913,0.015442,-0.375767,0.635844,0.147314,0.064102,-0.553862,0.488605,0.120296,0.106488,-0.677741,0.293538,0.081501,0.138449,-0.735278,0.069738,0.034729,0.156858,-0.720842,-0.160889,-0.015442,0.159913,-0.635844,-0.375767,-0.064102,0.147314,-0.488605,-0.553862,-0.106488,0.120296,-0.293538,-0.677741,-0.138449,0.081501,-0.069738,-0.735278,-0.156858,0.034729,0.160889,-0.720842,-0.159913,-0.015442,0.375767,-0.635844,-0.147314,-0.064102,0.553862,-0.488605,-0.120296,-0.106488,0.677741,-0.293538,-0.081501,-0.138449
0.726530,-0.124974,-0.042857,-0.208178,0.726499,0.094546,0.017052,-0.224353,0.660722,0.313108,0.082716,-0.209244,0.531461,0.501719,0.142831,-0.173851,0.350391,0.641354,0.189505,-0.121296,0.135051,0.718234,0.217709,-0.056814,-0.093506,0.724814,0.224610,0.013240,-0.312909,0.660444,0.209525,0.082001,-0.501683,0.531425,0.173931,0.142734,-0.641348,0.350387,0.121311,0.189496,-0.718234,0.135050,0.056816,0.217708,-0.724814,-0.093506,-0.013240,0.224610,-0.660444,-0.312909,-0.082001,0.209525,-0.531425,-0.501683,-0.142734,0.173931,-0.350387,-0.641348,-0.189496,0.121311,-0.135050,-0.718234,-0.217708,0.056816,0.093506,-0.724814,-0.224610,-0.013240,0.312909,-0.660444,-0.209525,-0.082001,0.501683,-0.531425,-0.173931,-0.142734,0.641348,-0.350387,-0.121311,-0.189496
0.710279,-0.190488,-0.054169,-0.218382,0.729151,0.027098,0.008842,-0.224826,0.683017,0.249396,0.074314,-0.212373,0.572118,0.447838,0.135523,-0.179606,0.405675,0.602626,0.184282,-0.129094,0.199594,0.698477,0.215145,-0.065859,-0.026016,0.725967,0.224967,0.003843,-0.249078,0.682396,0.212769,0.073173,-0.447760,0.572027,0.179744,0.135341,-0.602611,0.405665,0.129124,0.184261,-0.698474,0.199594,0.065864,0.215144,-0.725966,-0.026016,-0.003843,0.224967,-0.682396,-0.249078,-0.073173,0.212769,-0.572027,-0.447760,-0.135341,0.179744,-0.405665,-0.602611,-0.184261,0.129124,-0.199594,-0.698474,-0.215144,0.065864,0.026016,-0.725966,-0.224967,-0.003843,0.249078,-0.682396,-0.212769,-0.073173,0.447760,-0.572027,-0.179744,-0.135341,0.602611,-0.405665,-0.129124,-0.184261
0.690551,-0.255041,-0.065761,-0.215175,0.728554,-0.040399,-0.001991,-0.224991,0.702052,0.184636,0.063449,-0.215868,0.609878,0.391887,0.125867,-0.186501,0.458816,0.561004,0.177136,-0.138737,0.262989,0.675297,0.211317,-0.077266,0.041439,0.723508,0.224851,-0.008194,-0.184165,0.700902,0.216378,0.061688,-0.391742,0.609688,0.186725,0.125534,-0.560973,0.458792,0.138794,0.177091,-0.675291,0.262987,0.077277,0.211313,-0.723508,0.041439,0.008196,0.224851,-0.700902,-0.184165,-0.061688,0.216378,-0.609688,-0.391742,-0.125534,0.186725,-0.458792,-0.560973,-0.177091,0.138794,-0.262987,-0.675291,-0.211313,0.077277,-0.041439,-0.723508,-0.224851,0.008196,0.184165,-0.700902,-0.216378,-0.061688,0.391742,-0.609688,-0.186725,-0.125534,0.560973,-0.458792,-0.138794,-0.177091
0.666645,-0.318166,-0.079685,-0.210417,0.724062,-0.107750,-0.014973,-0.224501,0.717229,0.118864,0.050590,-0.219239,0.644132,0.333724,0.114179,-0.193877,0.509260,0.516154,0.168149,-0.149502,0.324811,0.648199,0.206073,-0.090327,0.108609,0.716835,0.223898,-0.022246,-0.118221,0.715311,0.219814,0.048028,-0.333478,0.643769,0.194214,0.113603,-0.516091,0.509210,0.149604,0.168059,-0.648187,0.324806,0.090348,0.206063,-0.716833,0.108609,0.022249,0.223897,-0.715311,-0.118221,-0.048028,0.219814,-0.643769,-0.333478,-0.113603,0.194215,-0.509210,-0.516091,-0.168059,0.149604,-0.324806,-0.648187,-0.206063,0.090348,-0.108609,-0.716833,-0.223897,0.022249,0.118221,-0.715311,-0.219814,-0.048028,0.333478,-0.643769,-0.194215,-0.113603,0.516091,-0.509210,-0.149604,-0.168059
0.638118,-0.379341,-0.095093,-0.203917,0.715150,-0.174659,-0.029708,-0.223030,0.728062,0.052239,0.036111,-0.222083,0.674353,0.273367,0.100737,-0.201189,0.556482,0.467921,0.157405,-0.160775,0.384599,0.616868,0.199294,-0.104436,0.175151,0.705501,0.221806,-0.037778,-0.051433,0.725093,0.222625,0.032607,-0.272982,0.673710,0.201653,0.099805,-0.467809,0.556380,0.160942,0.157234,-0.616843,0.384588,0.104477,0.199272,-0.705497,0.175150,0.037785,0.221805,-0.725092,-0.051433,-0.032605,0.222625,-0.673710,-0.272982,-0.099804,0.201653,-0.556380,-0.467809,-0.157234,0.160942,-0.384588,-0.616843,-0.199272,0.104477,-0.175150,-0.705497,-0.221805,0.037785,0.051433,-0.725092,-0.222625,-0.032605,0.272982,-0.673710,-0.201653,-0.099804,0.467809,-0.556380,-0.160942,-0.157234
0.604747,-0.438015,-0.111236,-0.195580,0.701403,-0.240744,-0.045823,-0.220285,0.734158,-0.014985,0.020323,-0.224080,0.700094,0.210968,0.085802,-0.207998,0.599985,0.416310,0.145009,-0.172039,0.441872,0.581146,0.190910,-0.119073,0.240654,0.689206,0.218345,-0.054318,0.015900,0.729833,0.224445,0.015800,-0.210408,0.699025,0.208578,0.084382,-0.416121,0.599792,0.172294,0.144706,-0.581100,0.441848,0.119145,0.190865,-0.689197,0.240652,0.054333,0.218341,-0.729831,0.015900,-0.015797,0.224445,-0.699024,-0.210408,-0.084382,0.208578,-0.599792,-0.416121,-0.144706,0.172294,-0.441848,-0.581100,-0.190865,0.119145,-0.240652,-0.689197,-0.218341,0.054333,-0.015900,-0.729831,-0.224445,-0.015797,0.210408,-0.699024,-0.208578,-0.084382,0.416121,-0.599792,-0.172294,-0.144706
0.566506,-0.493638,-0.127467,-0.185411,0.682520,-0.305549,-0.062942,-0.216017,0.735206,-0.082477,0.003492,-0.224973,0.720982,0.146781,0.069626,-0.213956,0.639314,0.361451,0.131097,-0.182862,0.496144,0.541011,0.180907,-0.133782,0.304661,0.667774,0.213357,-0.071441,0.083397,0.729221,0.224991,-0.002038,-0.146025,0.719300,0.214610,0.067584,-0.361154,0.638970,0.183222,0.130593,-0.540930,0.496094,0.133899,0.180820,-0.667757,0.304657,0.071469,0.213348,-0.729218,0.083398,0.002043,0.224991,-0.719299,-0.146025,-0.067583,0.214610,-0.638970,-0.361154,-0.130593,0.183222,-0.496094,-0.540930,-0.180820,0.133899,-0.304657,-0.667757,-0.213348,0.071469,-0.083398,-0.729218,-0.224991,0.002043,0.146025,-0.719299,-0.214610,-0.067583,0.361154,-0.638970,-0.183222,-0.130593
